testDate,expression,movement,quality,benchmarkPct
16/10/2023,isometric,upper body,push,
19/10/2023,isometric,agility,rotate,
6/11/2023,isometric,jump,take off,
13/11/2023,isometric,agility,deceleration,1.038
16/11/2023,dynamic,upper body,push,0.43
20/11/2023,isometric,jump,land,
21/11/2023,dynamic,upper body,push,0.4305
21/11/2023,dynamic,agility,acceleration,0.4305
21/11/2023,dynamic,sprint,max velocity,0.6475
26/11/2023,isometric,sprint,max velocity,
11/12/2023,isometric,upper body,push,0.664
14/12/2023,dynamic,sprint,acceleration,0.43
17/12/2023,dynamic,agility,deceleration,0.87
21/12/2023,dynamic,agility,acceleration,0.43
1/1/2024,dynamic,jump,take off,0.64
5/1/2024,isometric,upper body,grapple,
8/1/2024,isometric,upper body,grapple,
14/01/2024,isometric,upper body,push,0.687
20/01/2024,dynamic,sprint,acceleration,0.43
24/01/2024,dynamic,jump,take off,0.625
1/2/2024,isometric,sprint,acceleration,0.52
4/2/2024,dynamic,jump,land,0.668
6/2/2024,isometric,sprint,acceleration,0.52
21/02/2024,isometric,upper body,pull,
24/02/2024,dynamic,agility,acceleration,0.4445
27/02/2024,dynamic,jump,land,0.668
9/3/2024,dynamic,agility,deceleration,0.89
12/3/2024,dynamic,jump,take off,0.64
13/03/2024,dynamic,jump,land,0.668
28/03/2024,isometric,sprint,acceleration,0.52
30/03/2024,dynamic,jump,pre-load,0.524
1/4/2024,dynamic,jump,pre-load,0.524
4/4/2024,isometric,agility,rotate,
5/4/2024,isometric,jump,pre-load,0.52
5/4/2024,isometric,upper body,grapple,
12/4/2024,isometric,agility,rotate,
21/04/2024,isometric,agility,rotate,
2/5/2024,isometric,agility,rotate,
4/5/2024,isometric,upper body,pull,
24/05/2024,dynamic,sprint,max velocity,0.625
1/6/2024,isometric,agility,rotate,
10/6/2024,isometric,jump,take off,
15/07/2024,dynamic,jump,take off,0.695
16/07/2024,dynamic,jump,land,0.678
18/07/2024,isometric,sprint,max velocity,0.768
19/07/2024,dynamic,upper body,push,0.488
20/07/2024,dynamic,upper body,push,0.488
26/07/2024,dynamic,sprint,acceleration,0.485
30/07/2024,isometric,upper body,grapple,0.286
4/8/2024,dynamic,jump,land,0.652
8/8/2024,dynamic,agility,acceleration,0.428
19/08/2024,dynamic,agility,deceleration,0.855
21/08/2024,dynamic,agility,acceleration,0.428
24/08/2024,isometric,jump,take off,0.363
25/08/2024,isometric,upper body,push,0.96
25/08/2024,isometric,sprint,max velocity,0.756
26/08/2024,isometric,upper body,grapple,0.5075
26/08/2024,isometric,upper body,pull,
29/08/2024,dynamic,jump,pre-load,0.5095
31/08/2024,dynamic,sprint,acceleration,0.428
11/9/2024,isometric,agility,rotate,0.6315
13/09/2024,isometric,sprint,max velocity,0.698
20/09/2024,dynamic,jump,pre-load,0.5375
20/09/2024,dynamic,agility,acceleration,0.494
21/09/2024,isometric,agility,acceleration,0.72
4/10/2024,isometric,upper body,pull,
4/10/2024,isometric,sprint,max velocity,0.6975
14/10/2024,isometric,agility,deceleration,0.869
18/10/2024,dynamic,upper body,pull,0.88
30/10/2024,dynamic,jump,land,0.666
3/11/2024,dynamic,jump,pre-load,0.57
4/11/2024,isometric,sprint,acceleration,0.677
12/11/2024,isometric,jump,pre-load,0.7515
13/11/2024,isometric,sprint,acceleration,0.7515
22/11/2024,isometric,jump,pre-load,0.799
26/11/2024,isometric,agility,acceleration,0.799
6/12/2024,isometric,upper body,grapple,0.681
7/12/2024,dynamic,sprint,acceleration,0.498
15/12/2024,dynamic,jump,land,0.728
1/1/2025,isometric,jump,take off,0.42
10/1/2025,dynamic,agility,acceleration,0.5
13/01/2025,dynamic,agility,deceleration,0.853
25/01/2025,dynamic,upper body,push,0.5
3/2/2025,isometric,jump,land,0.39
9/3/2025,isometric,upper body,grapple,0.627
11/3/2025,isometric,upper body,grapple,0.627
8/7/2023,dynamic,jump,take off,0.711
9/7/2023,isometric,jump,land,
13/07/2023,isometric,upper body,push,
17/07/2023,isometric,agility,rotate,
20/07/2023,dynamic,jump,pre-load,0.589
26/07/2023,dynamic,agility,deceleration,0.8525
30/07/2023,dynamic,agility,deceleration,0.8525
3/8/2023,dynamic,jump,take off,0.7365
7/8/2023,isometric,jump,land,
12/8/2023,dynamic,upper body,pull,0.8695
23/08/2023,isometric,jump,take off,
1/9/2023,isometric,upper body,pull,
2/9/2023,dynamic,jump,take off,0.6985
3/9/2023,isometric,upper body,push,
6/9/2023,isometric,jump,pre-load,0.52
6/9/2023,isometric,upper body,push,
12/9/2023,isometric,sprint,acceleration,0.52
18/09/2023,dynamic,agility,acceleration,0.388
24/09/2023,dynamic,jump,take off,0.6785
27/09/2023,isometric,upper body,push,
3/10/2023,dynamic,jump,land,0.69
3/10/2023,isometric,jump,land,
7/10/2023,dynamic,upper body,pull,0.871
11/10/2023,dynamic,jump,pre-load,0.587
13/10/2023,dynamic,jump,land,0.6615
13/10/2023,dynamic,jump,pre-load,0.587
14/10/2023,dynamic,sprint,max velocity,0.5705
16/10/2023,isometric,jump,land,
18/10/2023,dynamic,upper body,pull,0.871
20/10/2023,dynamic,sprint,acceleration,0.4305
21/10/2023,isometric,upper body,push,0.67
22/10/2023,dynamic,agility,deceleration,0.871
23/10/2023,isometric,upper body,grapple,
29/10/2023,isometric,upper body,pull,
2/11/2023,isometric,upper body,push,0.67
4/11/2023,dynamic,sprint,acceleration,0.4305
19/11/2023,isometric,sprint,acceleration,0.52
4/12/2023,isometric,upper body,grapple,
14/12/2023,isometric,jump,take off,
16/12/2023,dynamic,upper body,push,0.43
27/12/2023,isometric,upper body,pull,
31/12/2023,isometric,agility,acceleration,0.52
1/1/2024,isometric,jump,land,
10/1/2024,dynamic,jump,land,0.69
10/1/2024,isometric,jump,take off,
10/1/2024,isometric,agility,deceleration,1.138
13/01/2024,isometric,upper body,pull,
23/01/2024,isometric,upper body,push,0.6385
31/01/2024,isometric,upper body,pull,
3/2/2024,dynamic,jump,take off,0.64
6/2/2024,dynamic,upper body,push,0.4445
9/2/2024,dynamic,jump,land,0.668
22/02/2024,dynamic,sprint,acceleration,0.4345
28/02/2024,isometric,agility,deceleration,1.148
18/03/2024,dynamic,jump,land,0.668
24/03/2024,isometric,agility,acceleration,0.52
31/03/2024,isometric,upper body,grapple,
3/4/2024,dynamic,agility,acceleration,0.44
13/04/2024,dynamic,jump,pre-load,0.521
14/04/2024,dynamic,agility,deceleration,0.89
15/04/2024,isometric,jump,land,
23/04/2024,dynamic,jump,take off,0.64
6/5/2024,isometric,sprint,acceleration,0.52
12/5/2024,isometric,jump,land,
22/05/2024,isometric,jump,pre-load,0.49
22/05/2024,dynamic,upper body,pull,0.876
24/05/2024,isometric,jump,pre-load,0.49
5/6/2024,isometric,jump,take off,
19/06/2024,dynamic,sprint,max velocity,0.625
22/06/2024,dynamic,sprint,acceleration,0.436
23/06/2024,isometric,upper body,pull,
25/06/2024,isometric,upper body,push,0.704
29/06/2024,dynamic,sprint,acceleration,0.436
2/7/2024,dynamic,agility,acceleration,0.43
14/07/2024,isometric,agility,rotate,-0.1675
26/07/2024,dynamic,upper body,pull,0.855
28/07/2024,dynamic,agility,acceleration,0.485
4/8/2024,isometric,sprint,max velocity,0.756
28/08/2024,isometric,agility,rotate,0.6375
5/9/2024,dynamic,sprint,max velocity,0.688
7/9/2024,dynamic,jump,land,0.6495
24/09/2024,isometric,agility,rotate,0.627
30/09/2024,isometric,agility,rotate,0.627
1/10/2024,isometric,agility,acceleration,0.6925
6/10/2024,dynamic,agility,deceleration,0.896
17/10/2024,dynamic,jump,land,0.65
17/10/2024,dynamic,sprint,max velocity,0.67
27/10/2024,dynamic,upper body,push,0.486
6/11/2024,isometric,agility,deceleration,0.866
16/11/2024,isometric,upper body,grapple,0.6795
9/12/2024,isometric,upper body,grapple,0.681
10/12/2024,isometric,upper body,pull,0.46
12/12/2024,isometric,jump,land,0.4
12/12/2024,isometric,agility,deceleration,0.9155
16/12/2024,dynamic,agility,acceleration,0.498
17/12/2024,isometric,sprint,max velocity,0.685
19/12/2024,dynamic,jump,land,0.728
19/12/2024,isometric,jump,pre-load,0.796
1/1/2025,dynamic,sprint,acceleration,0.498
18/01/2025,isometric,upper body,pull,0.46
19/01/2025,dynamic,sprint,max velocity,0.667
24/01/2025,isometric,agility,rotate,0.6675
4/2/2025,dynamic,upper body,pull,0.873
6/2/2025,isometric,upper body,pull,0.8125
13/02/2025,dynamic,jump,land,0.735
14/02/2025,dynamic,upper body,push,0.495
20/02/2025,isometric,sprint,acceleration,0.79
26/02/2025,dynamic,jump,take off,0.68
27/02/2025,isometric,agility,deceleration,0.96
5/3/2025,isometric,agility,acceleration,0.787
6/3/2025,dynamic,sprint,max velocity,0.6495
6/3/2025,isometric,sprint,max velocity,0.77
4/7/2023,isometric,sprint,max velocity,
10/7/2023,dynamic,jump,land,0.7155
13/07/2023,dynamic,jump,take off,0.74
13/07/2023,dynamic,sprint,acceleration,0.336
14/07/2023,dynamic,upper body,push,0.336
30/07/2023,dynamic,sprint,max velocity,0.67
3/8/2023,isometric,jump,land,
10/8/2023,dynamic,jump,take off,0.7335
17/08/2023,isometric,jump,take off,
23/08/2023,isometric,upper body,push,
26/08/2023,isometric,sprint,acceleration,0.52
4/9/2023,dynamic,upper body,push,0.3635
5/9/2023,dynamic,upper body,push,0.3635
11/9/2023,isometric,sprint,acceleration,0.52
17/09/2023,dynamic,sprint,acceleration,0.388
25/09/2023,isometric,jump,take off,
11/10/2023,isometric,jump,land,
14/10/2023,isometric,agility,acceleration,0.52
18/10/2023,isometric,agility,acceleration,0.52
21/10/2023,isometric,upper body,pull,
28/10/2023,dynamic,sprint,acceleration,0.4305
7/11/2023,dynamic,jump,land,0.69
12/11/2023,isometric,sprint,acceleration,0.52
13/11/2023,isometric,jump,land,
14/11/2023,dynamic,jump,pre-load,0.5085
17/11/2023,isometric,jump,take off,
24/11/2023,dynamic,sprint,acceleration,0.4305
26/11/2023,dynamic,jump,pre-load,0.5185
12/12/2023,dynamic,upper body,pull,0.87
12/12/2023,isometric,agility,acceleration,0.52
14/12/2023,dynamic,upper body,pull,0.87
14/12/2023,dynamic,sprint,max velocity,0.6475
17/12/2023,isometric,sprint,max velocity,
21/12/2023,dynamic,jump,take off,0.64
28/12/2023,isometric,upper body,push,0.664
16/01/2024,dynamic,upper body,push,0.43
29/01/2024,isometric,sprint,acceleration,0.52
5/2/2024,dynamic,sprint,max velocity,0.646
12/2/2024,isometric,upper body,grapple,
12/2/2024,dynamic,upper body,push,0.4345
13/02/2024,isometric,agility,deceleration,1.148
19/02/2024,isometric,jump,land,
5/3/2024,isometric,jump,pre-load,0.52
9/3/2024,isometric,agility,rotate,
10/3/2024,dynamic,jump,pre-load,0.5
13/03/2024,dynamic,upper body,pull,0.89
24/03/2024,isometric,upper body,pull,
24/03/2024,dynamic,sprint,acceleration,0.4445
30/03/2024,dynamic,sprint,acceleration,0.44
3/4/2024,dynamic,sprint,max velocity,0.628
4/4/2024,isometric,sprint,acceleration,0.52
16/04/2024,isometric,upper body,grapple,
18/04/2024,isometric,sprint,max velocity,-0.2
19/04/2024,dynamic,jump,land,0.655
28/04/2024,isometric,agility,rotate,
30/04/2024,isometric,agility,deceleration,1.1365
6/5/2024,dynamic,agility,deceleration,0.89
12/5/2024,isometric,sprint,acceleration,0.52
21/05/2024,isometric,sprint,acceleration,0.49
28/05/2024,dynamic,upper body,pull,0.876
29/05/2024,isometric,agility,acceleration,0.49
30/05/2024,dynamic,jump,land,0.664
12/6/2024,dynamic,sprint,max velocity,0.625
24/06/2024,dynamic,jump,pre-load,0.4655
26/06/2024,dynamic,upper body,pull,0.89
16/07/2024,dynamic,upper body,push,0.488
19/07/2024,isometric,jump,land,0.3975
29/07/2024,isometric,jump,take off,0.381
10/8/2024,isometric,sprint,acceleration,0.7305
20/08/2024,dynamic,sprint,acceleration,0.428
25/08/2024,dynamic,jump,take off,0.72
31/08/2024,dynamic,jump,pre-load,0.5095
3/9/2024,dynamic,agility,acceleration,0.428
14/09/2024,isometric,upper body,grapple,0.6315
21/09/2024,isometric,jump,pre-load,0.72
27/09/2024,isometric,upper body,grapple,0.627
30/09/2024,isometric,upper body,grapple,0.627
2/10/2024,isometric,jump,take off,0.426
26/10/2024,isometric,jump,land,0.444
29/10/2024,dynamic,upper body,pull,0.88
1/11/2024,isometric,sprint,max velocity,0.68
14/11/2024,dynamic,jump,take off,0.69
20/11/2024,isometric,jump,land,0.444
21/11/2024,dynamic,upper body,pull,0.88
28/11/2024,dynamic,agility,acceleration,0.47
1/12/2024,dynamic,jump,land,0.728
3/12/2024,dynamic,agility,deceleration,0.876
10/12/2024,dynamic,jump,take off,0.69
11/12/2024,isometric,upper body,grapple,0.68
20/12/2024,dynamic,upper body,push,0.498
23/12/2024,isometric,agility,rotate,0.6705
25/12/2024,isometric,agility,acceleration,0.79
2/1/2025,dynamic,sprint,acceleration,0.498
3/1/2025,isometric,upper body,push,0.876
4/1/2025,dynamic,jump,land,0.73
8/1/2025,dynamic,sprint,max velocity,0.67
15/01/2025,dynamic,jump,take off,0.675
2/2/2025,isometric,sprint,acceleration,0.79
4/2/2025,isometric,upper body,pull,0.8125
13/02/2025,dynamic,upper body,pull,0.87
1/3/2025,isometric,sprint,acceleration,0.807
3/3/2025,dynamic,agility,acceleration,0.495
4/3/2025,isometric,jump,land,0.3955
5/3/2025,isometric,sprint,max velocity,0.77
6/3/2025,isometric,jump,land,0.3955
11/3/2025,dynamic,upper body,pull,0.88
6/7/2023,dynamic,sprint,max velocity,0.67
10/7/2023,dynamic,jump,pre-load,0.582
13/07/2023,isometric,jump,pre-load,
15/07/2023,dynamic,jump,pre-load,0.662
3/8/2023,isometric,agility,acceleration,
15/08/2023,isometric,jump,take off,
16/08/2023,dynamic,agility,acceleration,0.3395
29/08/2023,dynamic,upper body,push,0.388
31/08/2023,dynamic,upper body,pull,0.877
3/9/2023,dynamic,jump,pre-load,0.62
8/9/2023,isometric,agility,acceleration,0.52
22/09/2023,dynamic,jump,pre-load,0.49
29/09/2023,dynamic,agility,acceleration,0.4305
8/10/2023,isometric,upper body,grapple,
9/10/2023,dynamic,jump,pre-load,0.564
17/10/2023,dynamic,agility,acceleration,0.4305
23/10/2023,isometric,upper body,pull,
1/11/2023,isometric,jump,land,
2/11/2023,isometric,agility,rotate,
9/11/2023,isometric,upper body,grapple,
9/11/2023,isometric,upper body,push,0.67
12/11/2023,dynamic,jump,pre-load,0.4955
19/11/2023,dynamic,upper body,pull,0.871
25/11/2023,isometric,agility,acceleration,0.52
30/11/2023,dynamic,sprint,acceleration,0.43
9/12/2023,isometric,jump,take off,
9/12/2023,dynamic,upper body,pull,0.87
12/12/2023,isometric,upper body,grapple,
14/12/2023,isometric,agility,rotate,
25/12/2023,dynamic,agility,acceleration,0.43
25/12/2023,isometric,sprint,max velocity,
27/12/2023,isometric,agility,deceleration,1.112
6/1/2024,dynamic,upper body,push,0.426
11/1/2024,isometric,sprint,acceleration,0.52
23/01/2024,dynamic,jump,land,0.668
5/2/2024,isometric,jump,land,
19/02/2024,dynamic,agility,deceleration,0.89
20/02/2024,dynamic,agility,acceleration,0.4345
22/02/2024,isometric,agility,rotate,
4/3/2024,dynamic,sprint,max velocity,0.637
11/3/2024,isometric,jump,take off,
11/3/2024,dynamic,agility,acceleration,0.4445
13/03/2024,isometric,jump,take off,
13/03/2024,isometric,agility,deceleration,1.138
13/03/2024,dynamic,sprint,acceleration,0.4445
15/03/2024,isometric,agility,acceleration,0.52
1/4/2024,isometric,sprint,max velocity,
2/4/2024,dynamic,agility,deceleration,0.89
5/5/2024,isometric,jump,land,
5/5/2024,isometric,sprint,acceleration,0.52
11/5/2024,isometric,agility,deceleration,1.1365
11/5/2024,isometric,agility,rotate,
17/05/2024,isometric,upper body,pull,
20/05/2024,dynamic,jump,land,0.664
20/05/2024,isometric,agility,rotate,
21/05/2024,isometric,upper body,pull,
22/05/2024,isometric,upper body,grapple,
23/05/2024,dynamic,sprint,acceleration,0.43
27/05/2024,dynamic,jump,land,0.664
5/6/2024,dynamic,upper body,push,0.43
9/6/2024,dynamic,jump,take off,0.62
20/06/2024,dynamic,agility,deceleration,0.89
21/06/2024,dynamic,upper body,pull,0.89
22/06/2024,isometric,upper body,grapple,
22/06/2024,dynamic,agility,acceleration,0.436
23/06/2024,isometric,jump,take off,
23/06/2024,dynamic,sprint,max velocity,0.625
28/06/2024,isometric,upper body,grapple,
10/7/2024,isometric,upper body,pull,
12/7/2024,isometric,agility,deceleration,1.044
13/07/2024,isometric,sprint,acceleration,0.7165
20/07/2024,isometric,upper body,push,0.922
22/07/2024,dynamic,upper body,push,0.485
17/08/2024,dynamic,upper body,pull,0.855
19/08/2024,dynamic,jump,pre-load,0.5095
19/08/2024,isometric,upper body,pull,
27/08/2024,isometric,agility,deceleration,0.95
2/9/2024,isometric,upper body,pull,
9/9/2024,isometric,jump,pre-load,0.7275
11/9/2024,isometric,sprint,max velocity,0.698
28/09/2024,dynamic,upper body,pull,0.896
10/10/2024,dynamic,agility,deceleration,0.868
26/10/2024,dynamic,upper body,push,0.486
3/11/2024,isometric,agility,deceleration,0.86
5/11/2024,isometric,agility,rotate,0.6795
10/11/2024,isometric,upper body,pull,
11/11/2024,isometric,upper body,grapple,0.6795
12/11/2024,dynamic,upper body,pull,0.88
16/11/2024,isometric,upper body,push,0.936
17/11/2024,isometric,sprint,acceleration,0.7515
12/12/2024,dynamic,sprint,acceleration,0.498
13/12/2024,isometric,agility,rotate,0.68
14/12/2024,isometric,jump,take off,0.4
23/12/2024,dynamic,jump,land,0.728
27/12/2024,dynamic,agility,deceleration,0.876
3/1/2025,isometric,upper body,grapple,0.6705
7/1/2025,isometric,agility,deceleration,0.92
12/1/2025,isometric,sprint,acceleration,0.79
18/01/2025,isometric,jump,land,0.46
28/01/2025,isometric,agility,rotate,0.6675
29/01/2025,dynamic,upper body,pull,0.873
31/01/2025,isometric,agility,rotate,0.6445
3/2/2025,isometric,upper body,pull,0.794
7/2/2025,dynamic,jump,land,0.735
10/2/2025,dynamic,agility,deceleration,0.87
10/2/2025,dynamic,sprint,max velocity,0.651
18/02/2025,isometric,upper body,grapple,0.6385
20/02/2025,isometric,jump,land,0.3955
21/02/2025,isometric,sprint,max velocity,0.707
24/02/2025,dynamic,agility,acceleration,0.495
24/02/2025,dynamic,agility,deceleration,0.87
2/3/2025,isometric,jump,take off,0.3955
7/3/2025,dynamic,upper body,pull,0.88
2/7/2023,isometric,agility,acceleration,
16/07/2023,isometric,upper body,pull,
23/07/2023,dynamic,jump,land,0.6975
24/07/2023,isometric,upper body,push,
27/07/2023,dynamic,agility,acceleration,0.345
1/8/2023,dynamic,upper body,push,0.395
5/8/2023,dynamic,sprint,acceleration,0.39
17/08/2023,dynamic,jump,land,0.69
20/08/2023,isometric,upper body,pull,
20/08/2023,isometric,sprint,max velocity,
22/08/2023,dynamic,agility,acceleration,0.412
7/9/2023,dynamic,jump,pre-load,0.51
16/09/2023,dynamic,jump,take off,0.7085
18/09/2023,isometric,agility,acceleration,0.52
20/09/2023,isometric,jump,take off,
23/09/2023,dynamic,sprint,max velocity,0.5845
20/10/2023,isometric,jump,take off,
26/10/2023,isometric,jump,take off,
30/10/2023,isometric,sprint,max velocity,
10/11/2023,isometric,sprint,max velocity,
11/11/2023,isometric,jump,take off,
12/11/2023,isometric,jump,land,
30/11/2023,dynamic,upper body,push,0.43
30/11/2023,dynamic,agility,acceleration,0.43
12/12/2023,dynamic,agility,deceleration,0.87
25/12/2023,isometric,jump,take off,
30/12/2023,isometric,upper body,grapple,
9/1/2024,isometric,agility,rotate,
18/01/2024,isometric,agility,rotate,
20/01/2024,dynamic,agility,deceleration,0.879
21/01/2024,dynamic,jump,land,0.69
23/01/2024,isometric,jump,pre-load,0.52
28/01/2024,isometric,agility,acceleration,0.52
10/2/2024,isometric,sprint,max velocity,
11/2/2024,isometric,agility,deceleration,1.148
19/02/2024,isometric,agility,acceleration,0.52
28/02/2024,isometric,agility,acceleration,0.52
2/3/2024,dynamic,sprint,acceleration,0.4445
15/03/2024,isometric,jump,pre-load,0.52
15/03/2024,dynamic,agility,deceleration,0.89
21/03/2024,dynamic,sprint,acceleration,0.4445
31/03/2024,isometric,jump,take off,
17/04/2024,isometric,agility,acceleration,0.52
18/04/2024,isometric,upper body,grapple,
25/04/2024,dynamic,jump,pre-load,0.521
28/04/2024,dynamic,sprint,max velocity,0.628
30/04/2024,dynamic,upper body,pull,0.89
3/5/2024,dynamic,jump,take off,0.6395
5/5/2024,dynamic,agility,deceleration,0.89
19/05/2024,isometric,upper body,push,0.704
24/05/2024,dynamic,agility,acceleration,0.43
29/05/2024,isometric,upper body,pull,
30/05/2024,isometric,upper body,push,0.704
31/05/2024,isometric,upper body,grapple,
10/6/2024,dynamic,sprint,acceleration,0.43
12/6/2024,isometric,upper body,push,0.704
15/06/2024,isometric,upper body,push,0.704
15/06/2024,isometric,sprint,acceleration,0.49
9/7/2024,dynamic,jump,take off,0.681
13/07/2024,dynamic,upper body,push,0.488
24/07/2024,isometric,jump,pre-load,0.685
25/07/2024,dynamic,agility,acceleration,0.485
29/07/2024,dynamic,sprint,max velocity,0.671
2/8/2024,isometric,agility,acceleration,0.7305
6/8/2024,isometric,jump,take off,0.372
20/08/2024,isometric,upper body,grapple,0.3585
26/08/2024,isometric,upper body,push,0.96
2/9/2024,isometric,jump,pre-load,0.731
3/9/2024,dynamic,jump,take off,0.6915
3/9/2024,dynamic,upper body,pull,0.9
13/09/2024,dynamic,jump,pre-load,0.505
15/09/2024,isometric,agility,rotate,0.6315
18/09/2024,isometric,upper body,pull,
19/09/2024,isometric,agility,deceleration,0.869
24/09/2024,isometric,upper body,pull,
25/09/2024,dynamic,jump,take off,0.6955
28/10/2024,isometric,agility,rotate,0.6695
30/10/2024,isometric,upper body,push,0.936
6/11/2024,dynamic,sprint,acceleration,0.486
7/11/2024,dynamic,agility,deceleration,0.88
28/11/2024,dynamic,jump,land,0.666
2/12/2024,isometric,agility,rotate,0.6805
3/12/2024,dynamic,jump,pre-load,0.557
10/12/2024,dynamic,upper body,pull,0.876
23/12/2024,dynamic,upper body,pull,0.876
25/12/2024,dynamic,upper body,pull,0.876
26/12/2024,dynamic,jump,pre-load,0.5305
28/12/2024,isometric,jump,pre-load,0.79
7/1/2025,isometric,agility,acceleration,0.79
8/1/2025,dynamic,agility,acceleration,0.5
10/1/2025,isometric,jump,take off,0.46
12/1/2025,dynamic,agility,acceleration,0.5
15/01/2025,dynamic,sprint,acceleration,0.5
22/01/2025,dynamic,jump,land,0.7465
24/01/2025,isometric,sprint,max velocity,0.749
26/01/2025,isometric,upper body,push,0.93
31/01/2025,isometric,upper body,grapple,0.6445
31/01/2025,isometric,sprint,max velocity,0.749
7/2/2025,dynamic,upper body,push,0.495
21/02/2025,dynamic,jump,pre-load,0.4915
22/02/2025,isometric,jump,land,0.3955
12/3/2025,dynamic,jump,pre-load,0.5225
16/07/2023,isometric,jump,pre-load,
18/07/2023,dynamic,jump,take off,0.74
27/07/2023,isometric,agility,deceleration,0.781
27/07/2023,dynamic,sprint,acceleration,0.345
9/8/2023,dynamic,agility,acceleration,0.358
12/8/2023,isometric,jump,take off,
13/08/2023,isometric,jump,pre-load,
27/08/2023,dynamic,upper body,pull,0.877
1/9/2023,isometric,agility,deceleration,1.0395
3/9/2023,dynamic,upper body,pull,0.877
5/9/2023,isometric,agility,acceleration,0.52
12/9/2023,isometric,upper body,pull,
16/09/2023,dynamic,jump,pre-load,0.51
19/09/2023,isometric,upper body,push,
26/09/2023,isometric,jump,land,
27/09/2023,isometric,agility,rotate,
11/10/2023,dynamic,upper body,pull,0.871
12/10/2023,isometric,agility,acceleration,0.52
14/10/2023,isometric,agility,rotate,
21/10/2023,dynamic,sprint,max velocity,0.6475
22/10/2023,isometric,jump,pre-load,0.52
30/10/2023,isometric,agility,deceleration,1.038
4/11/2023,dynamic,agility,deceleration,0.871
12/11/2023,isometric,upper body,push,0.67
14/11/2023,isometric,sprint,max velocity,
20/11/2023,dynamic,jump,pre-load,0.5185
20/11/2023,dynamic,agility,deceleration,0.871
22/11/2023,isometric,jump,pre-load,0.52
27/11/2023,isometric,agility,rotate,
9/12/2023,dynamic,sprint,max velocity,0.6475
20/12/2023,dynamic,jump,pre-load,0.47
20/12/2023,dynamic,jump,take off,0.6325
20/12/2023,dynamic,sprint,acceleration,0.43
31/12/2023,isometric,jump,take off,
2/1/2024,dynamic,agility,deceleration,0.87
22/01/2024,isometric,sprint,max velocity,
25/01/2024,dynamic,upper body,pull,0.879
31/01/2024,isometric,jump,pre-load,0.52
5/2/2024,dynamic,upper body,push,0.4445
29/03/2024,dynamic,agility,acceleration,0.44
31/03/2024,isometric,sprint,acceleration,0.52
1/4/2024,isometric,jump,land,
5/4/2024,isometric,agility,acceleration,0.52
16/04/2024,isometric,jump,pre-load,0.52
7/5/2024,isometric,agility,deceleration,1.1365
10/5/2024,dynamic,jump,land,0.664
16/05/2024,dynamic,agility,deceleration,0.876
23/05/2024,isometric,upper body,pull,
30/05/2024,dynamic,upper body,push,0.43
3/6/2024,isometric,agility,deceleration,1.1365
9/6/2024,dynamic,sprint,acceleration,0.43
11/6/2024,isometric,upper body,push,0.704
15/06/2024,isometric,jump,land,
15/06/2024,isometric,upper body,pull,
17/06/2024,dynamic,sprint,max velocity,0.625
1/7/2024,dynamic,sprint,max velocity,0.625
16/07/2024,dynamic,sprint,acceleration,0.488
28/07/2024,dynamic,jump,take off,0.7245
31/07/2024,isometric,agility,acceleration,0.7305
6/8/2024,dynamic,upper body,push,0.428
8/8/2024,isometric,sprint,max velocity,0.756
10/8/2024,dynamic,sprint,max velocity,0.6795
17/08/2024,dynamic,sprint,max velocity,0.6795
1/9/2024,isometric,jump,pre-load,0.731
4/9/2024,isometric,agility,deceleration,0.9475
11/9/2024,isometric,jump,take off,0.368
20/09/2024,isometric,upper body,pull,
2/10/2024,isometric,sprint,acceleration,0.6925
3/10/2024,dynamic,sprint,max velocity,0.67
16/10/2024,isometric,upper body,pull,
27/10/2024,isometric,agility,acceleration,0.6935
28/10/2024,dynamic,agility,deceleration,0.88
4/11/2024,isometric,jump,pre-load,0.677
8/11/2024,isometric,sprint,acceleration,0.7145
10/11/2024,isometric,upper body,push,0.936
13/11/2024,isometric,agility,rotate,0.6795
15/11/2024,isometric,agility,acceleration,0.7515
13/12/2024,isometric,jump,pre-load,0.796
13/12/2024,isometric,agility,acceleration,0.796
15/12/2024,isometric,jump,pre-load,0.796
11/1/2025,isometric,jump,take off,0.46
15/01/2025,isometric,upper body,push,0.918
21/01/2025,isometric,agility,acceleration,0.7475
2/2/2025,dynamic,sprint,max velocity,0.657
12/2/2025,isometric,agility,rotate,0.6415
14/02/2025,dynamic,jump,take off,0.68
16/02/2025,dynamic,upper body,push,0.495
19/02/2025,isometric,jump,land,0.3955
19/02/2025,isometric,upper body,push,0.9555
3/3/2025,dynamic,agility,deceleration,0.87
10/3/2025,isometric,agility,deceleration,0.96
4/7/2023,dynamic,sprint,acceleration,0.32
13/07/2023,isometric,agility,acceleration,
24/07/2023,isometric,jump,pre-load,
31/07/2023,isometric,jump,take off,
4/8/2023,dynamic,jump,pre-load,0.662
6/8/2023,dynamic,jump,land,0.6975
21/08/2023,isometric,agility,deceleration,1.031
26/08/2023,dynamic,sprint,max velocity,0.67
30/08/2023,isometric,agility,deceleration,1.0395
31/08/2023,isometric,jump,take off,
25/09/2023,isometric,agility,deceleration,1.0395
9/10/2023,isometric,upper body,pull,
9/10/2023,dynamic,agility,acceleration,0.4305
1/11/2023,dynamic,sprint,max velocity,0.6475
3/11/2023,isometric,agility,deceleration,1.038
12/11/2023,dynamic,agility,deceleration,0.871
