testDate,expression,movement,quality,benchmarkPct,benchmarkPct_norm
19/11/2023,dynamic,jump,land,0.69,66.02373887240356
21/11/2023,dynamic,jump,land,0.69,66.02373887240356
28/11/2023,dynamic,jump,land,0.69,66.02373887240356
28/11/2023,isometric,agility,deceleration,1.038,91.83976261127597
15/12/2023,isometric,jump,pre-load,0.52,53.41246290801187
5/1/2024,dynamic,upper body,pull,0.87,79.37685459940654
6/1/2024,dynamic,jump,land,0.674,64.83679525222553
12/1/2024,dynamic,upper body,pull,0.879,80.04451038575668
15/02/2024,isometric,upper body,push,0.772,72.10682492581603
28/02/2024,isometric,upper body,push,0.704,67.06231454005935
29/02/2024,dynamic,upper body,pull,0.89,80.8605341246291
7/3/2024,dynamic,agility,deceleration,0.89,80.8605341246291
20/03/2024,isometric,agility,acceleration,0.52,53.41246290801187
27/03/2024,isometric,upper body,push,0.704,67.06231454005935
31/03/2024,isometric,agility,deceleration,1.138,99.25816023738872
12/4/2024,dynamic,upper body,pull,0.89,80.8605341246291
20/04/2024,isometric,jump,pre-load,0.52,53.41246290801187
30/04/2024,dynamic,agility,deceleration,0.89,80.8605341246291
16/05/2024,isometric,agility,acceleration,0.49,51.18694362017804
21/05/2024,dynamic,upper body,pull,0.876,79.8219584569733
24/05/2024,dynamic,jump,pre-load,0.4655,49.36943620178042
24/05/2024,dynamic,upper body,pull,0.876,79.8219584569733
15/06/2024,dynamic,jump,take off,0.62,60.83086053412464
18/06/2024,isometric,agility,deceleration,1.1365,99.14688427299706
6/7/2024,dynamic,agility,deceleration,0.89,80.8605341246291
1/8/2024,isometric,upper body,push,0.96,86.05341246290801
5/8/2024,isometric,jump,land,0.372,42.43323442136499
7/8/2024,dynamic,jump,land,0.652,63.20474777448073
18/08/2024,isometric,jump,take off,0.363,41.76557863501484
19/08/2024,dynamic,jump,take off,0.723,68.47181008902078
22/08/2024,isometric,jump,take off,0.363,41.76557863501484
24/08/2024,isometric,jump,pre-load,0.7305,69.02818991097924
25/08/2024,isometric,agility,deceleration,0.953,85.53412462908014
4/9/2024,isometric,jump,land,0.33,39.31750741839763
10/9/2024,dynamic,agility,acceleration,0.4955,51.59495548961425
25/09/2024,isometric,upper body,push,0.936,84.27299703264096
28/09/2024,isometric,jump,take off,0.426,46.43916913946588
2/10/2024,isometric,agility,acceleration,0.6925,66.20919881305639
6/10/2024,isometric,jump,pre-load,0.6925,66.20919881305639
13/10/2024,dynamic,agility,acceleration,0.498,51.78041543026707
20/10/2024,isometric,agility,rotate,0.6595,63.761127596439174
27/10/2024,dynamic,jump,pre-load,0.57,57.12166172106825
13/11/2024,isometric,upper body,grapple,0.6795,65.24480712166172
2/12/2024,dynamic,upper body,pull,0.856,78.33827893175075
14/12/2024,isometric,agility,rotate,0.68,65.28189910979229
29/12/2024,isometric,jump,pre-load,0.79,73.44213649851633
11/1/2025,isometric,jump,land,0.46,48.96142433234422
15/01/2025,isometric,upper body,grapple,0.6675,64.3545994065282
22/01/2025,dynamic,upper body,pull,0.853,78.11572700296736
26/01/2025,isometric,jump,pre-load,0.7475,70.2893175074184
26/01/2025,dynamic,agility,acceleration,0.5,51.92878338278932
10/2/2025,isometric,jump,take off,0.39,43.76854599406529
11/2/2025,isometric,upper body,push,0.96,86.05341246290801
14/02/2025,isometric,agility,rotate,0.6415,62.42581602373887
1/3/2025,isometric,jump,pre-load,0.807,74.7032640949555
19/07/2023,dynamic,upper body,pull,0.8525,78.0786350148368
10/8/2023,dynamic,upper body,pull,0.8695,79.33976261127597
25/08/2023,dynamic,jump,land,0.69,66.02373887240356
28/08/2023,dynamic,jump,pre-load,0.62,60.83086053412464
9/10/2023,dynamic,jump,take off,0.6755,64.94807121661721
12/10/2023,isometric,jump,pre-load,0.52,53.41246290801187
20/10/2023,dynamic,upper body,push,0.4305,46.77299703264096
13/11/2023,dynamic,jump,pre-load,0.4955,51.59495548961425
11/12/2023,dynamic,upper body,pull,0.87,79.37685459940654
22/12/2023,isometric,agility,acceleration,0.52,53.41246290801187
30/12/2023,isometric,upper body,push,0.664,64.09495548961426
15/01/2024,isometric,jump,pre-load,0.52,53.41246290801187
16/01/2024,dynamic,jump,take off,0.625,61.20178041543027
19/01/2024,dynamic,agility,acceleration,0.43,46.73590504451039
23/01/2024,dynamic,upper body,pull,0.879,80.04451038575668
1/2/2024,dynamic,upper body,push,0.4445,47.81157270029674
15/02/2024,isometric,agility,acceleration,0.52,53.41246290801187
26/02/2024,dynamic,upper body,push,0.4445,47.81157270029674
23/03/2024,dynamic,agility,deceleration,0.89,80.8605341246291
11/4/2024,isometric,agility,deceleration,1.1365,99.14688427299706
19/04/2024,dynamic,jump,pre-load,0.53,54.154302670623146
5/5/2024,dynamic,upper body,pull,0.89,80.8605341246291
25/05/2024,isometric,jump,pre-load,0.49,51.18694362017804
12/6/2024,isometric,agility,deceleration,1.1365,99.14688427299706
29/06/2024,isometric,upper body,push,0.704,67.06231454005935
3/7/2024,dynamic,jump,land,0.652,63.20474777448073
4/7/2024,dynamic,agility,deceleration,0.89,80.8605341246291
19/07/2024,isometric,jump,take off,0.3975,44.32492581602375
23/07/2024,isometric,upper body,grapple,0.278,35.459940652819
24/07/2024,dynamic,jump,take off,0.7245,68.58308605341247
25/07/2024,isometric,upper body,grapple,0.278,35.459940652819
26/07/2024,dynamic,jump,land,0.675,64.91097922848665
3/8/2024,isometric,jump,pre-load,0.7305,69.02818991097924
7/8/2024,isometric,agility,deceleration,1.032,91.3946587537092
10/8/2024,isometric,jump,land,0.363,41.76557863501484
18/08/2024,dynamic,upper body,push,0.428,46.58753709198813
28/08/2024,dynamic,jump,pre-load,0.5095,52.63353115727004
5/9/2024,isometric,agility,rotate,0.6405,62.35163204747776
6/9/2024,isometric,jump,land,0.33,39.31750741839763
15/10/2024,dynamic,jump,pre-load,0.5375,54.71068249258161
30/10/2024,dynamic,upper body,pull,0.88,80.11869436201782
9/11/2024,dynamic,jump,land,0.666,64.24332344213651
20/11/2024,dynamic,upper body,push,0.47,49.70326409495549
24/11/2024,dynamic,agility,deceleration,0.88,80.11869436201782
2/12/2024,dynamic,jump,pre-load,0.557,56.1572700296736
7/12/2024,isometric,agility,deceleration,0.8655,79.04302670623147
19/12/2024,isometric,agility,acceleration,0.796,73.8872403560831
20/12/2024,isometric,agility,acceleration,0.796,73.8872403560831
3/1/2025,dynamic,agility,acceleration,0.498,51.78041543026707
5/1/2025,isometric,upper body,pull,0.46,48.96142433234422
14/02/2025,isometric,upper body,pull,0.805,74.55489614243325
19/02/2025,isometric,jump,take off,0.3955,44.17655786350149
23/02/2025,isometric,jump,land,0.3955,44.17655786350149
27/02/2025,dynamic,jump,pre-load,0.5225,53.597922848664695
8/3/2025,isometric,jump,pre-load,0.787,73.21958456973296
18/07/2023,dynamic,agility,acceleration,0.33,39.31750741839763
24/07/2023,dynamic,jump,pre-load,0.589,58.531157270029674
25/07/2023,dynamic,agility,deceleration,0.8525,78.0786350148368
23/08/2023,dynamic,agility,acceleration,0.412,45.40059347181009
24/08/2023,dynamic,upper body,push,0.4,44.51038575667657
29/08/2023,dynamic,jump,pre-load,0.62,60.83086053412464
9/9/2023,dynamic,upper body,push,0.388,43.62017804154304
11/9/2023,dynamic,upper body,pull,0.877,79.89614243323443
12/9/2023,isometric,jump,pre-load,0.52,53.41246290801187
18/09/2023,isometric,jump,pre-load,0.52,53.41246290801187
13/10/2023,isometric,agility,acceleration,0.52,53.41246290801187
13/10/2023,isometric,agility,deceleration,1.038,91.83976261127597
10/11/2023,dynamic,upper body,pull,0.871,79.45103857566767
20/12/2023,dynamic,upper body,pull,0.87,79.37685459940654
22/12/2023,isometric,upper body,push,0.664,64.09495548961426
26/12/2023,isometric,upper body,push,0.664,64.09495548961426
4/1/2024,dynamic,agility,deceleration,0.87,79.37685459940654
2/2/2024,isometric,agility,acceleration,0.52,53.41246290801187
23/02/2024,dynamic,upper body,push,0.4445,47.81157270029674
25/02/2024,isometric,upper body,push,0.704,67.06231454005935
29/02/2024,dynamic,agility,deceleration,0.89,80.8605341246291
10/3/2024,dynamic,agility,deceleration,0.89,80.8605341246291
8/4/2024,dynamic,jump,land,0.655,63.4272997032641
11/4/2024,dynamic,agility,deceleration,0.89,80.8605341246291
17/04/2024,isometric,agility,deceleration,1.1365,99.14688427299706
25/04/2024,isometric,jump,pre-load,0.52,53.41246290801187
16/05/2024,isometric,jump,pre-load,0.49,51.18694362017804
17/05/2024,dynamic,jump,take off,0.62,60.83086053412464
21/05/2024,isometric,agility,acceleration,0.49,51.18694362017804
26/05/2024,dynamic,jump,land,0.664,64.09495548961426
3/6/2024,dynamic,upper body,push,0.43,46.73590504451039
11/6/2024,dynamic,agility,deceleration,0.876,79.8219584569733
16/06/2024,dynamic,jump,pre-load,0.4655,49.36943620178042
20/06/2024,isometric,upper body,push,0.704,67.06231454005935
4/7/2024,isometric,agility,deceleration,1.135,99.03560830860535
10/7/2024,isometric,jump,take off,0.1,22.255192878338285
10/7/2024,dynamic,agility,deceleration,0.8955,81.26854599406529
16/07/2024,dynamic,jump,pre-load,0.5175,53.22700296735906
22/07/2024,isometric,upper body,grapple,0.278,35.459940652819
22/07/2024,isometric,agility,deceleration,1.0365,91.72848664688428
26/07/2024,dynamic,agility,acceleration,0.485,50.81602373887242
30/07/2024,dynamic,agility,acceleration,0.428,46.58753709198813
1/8/2024,dynamic,jump,take off,0.749,70.4005934718101
9/8/2024,isometric,agility,acceleration,0.7305,69.02818991097924
22/08/2024,isometric,agility,deceleration,0.903,81.82492581602374
10/9/2024,dynamic,jump,land,0.6495,63.019287833827896
24/09/2024,isometric,jump,pre-load,0.72,68.24925816023739
2/10/2024,isometric,jump,pre-load,0.6925,66.20919881305639
4/10/2024,dynamic,jump,land,0.648,62.90801186943622
21/10/2024,dynamic,upper body,push,0.486,50.89020771513353
31/10/2024,dynamic,agility,deceleration,0.88,80.11869436201782
14/11/2024,isometric,agility,deceleration,0.866,79.08011869436203
20/11/2024,isometric,agility,acceleration,0.799,74.10979228486649
23/11/2024,dynamic,agility,deceleration,0.88,80.11869436201782
26/11/2024,dynamic,upper body,push,0.47,49.70326409495549
2/12/2024,dynamic,jump,take off,0.69,66.02373887240356
24/12/2024,dynamic,agility,deceleration,0.876,79.8219584569733
31/12/2024,dynamic,jump,pre-load,0.5135,52.93026706231455
31/12/2024,isometric,jump,take off,0.42,45.99406528189912
1/1/2025,isometric,jump,pre-load,0.79,73.44213649851633
31/01/2025,isometric,agility,deceleration,0.961,86.12759643916915
7/2/2025,isometric,jump,take off,0.39,43.76854599406529
10/2/2025,isometric,agility,deceleration,0.958,85.90504451038576
16/02/2025,isometric,agility,rotate,0.6415,62.42581602373887
18/02/2025,dynamic,jump,pre-load,0.5225,53.597922848664695
24/02/2025,isometric,upper body,push,0.9555,85.71958456973294
3/7/2023,dynamic,agility,deceleration,0.842,77.29970326409497
15/07/2023,dynamic,jump,take off,0.74,69.73293768545994
19/07/2023,dynamic,jump,land,0.6975,66.58011869436203
10/9/2023,dynamic,jump,pre-load,0.51,52.6706231454006
11/9/2023,dynamic,jump,land,0.69,66.02373887240356
15/09/2023,dynamic,jump,pre-load,0.51,52.6706231454006
18/09/2023,dynamic,upper body,push,0.388,43.62017804154304
20/09/2023,dynamic,jump,land,0.69,66.02373887240356
25/09/2023,dynamic,jump,land,0.69,66.02373887240356
6/10/2023,isometric,agility,acceleration,0.52,53.41246290801187
1/11/2023,dynamic,agility,deceleration,0.871,79.45103857566767
2/11/2023,isometric,agility,deceleration,1.038,91.83976261127597
9/11/2023,dynamic,agility,deceleration,0.871,79.45103857566767
12/11/2023,isometric,agility,deceleration,1.038,91.83976261127597
26/11/2023,isometric,jump,pre-load,0.52,53.41246290801187
3/12/2023,isometric,agility,acceleration,0.52,53.41246290801187
1/1/2024,dynamic,agility,acceleration,0.426,46.43916913946588
7/1/2024,isometric,jump,pre-load,0.52,53.41246290801187
7/1/2024,dynamic,jump,take off,0.64,62.31454005934719
20/01/2024,dynamic,upper body,pull,0.879,80.04451038575668
30/01/2024,dynamic,upper body,push,0.4345,47.06973293768547
15/02/2024,dynamic,jump,land,0.668,64.39169139465876
22/03/2024,dynamic,upper body,pull,0.89,80.8605341246291
22/03/2024,isometric,agility,acceleration,0.52,53.41246290801187
4/4/2024,dynamic,jump,take off,0.6195,60.79376854599408
18/04/2024,dynamic,upper body,pull,0.89,80.8605341246291
29/04/2024,isometric,upper body,push,0.704,67.06231454005935
2/5/2024,dynamic,jump,pre-load,0.521,53.486646884273
15/05/2024,dynamic,agility,acceleration,0.43,46.73590504451039
4/6/2024,isometric,agility,deceleration,1.1365,99.14688427299706
21/07/2024,isometric,upper body,grapple,0.278,35.459940652819
26/07/2024,dynamic,jump,pre-load,0.466,49.406528189910986
27/07/2024,isometric,jump,take off,0.381,43.10089020771514
1/8/2024,dynamic,jump,pre-load,0.484,50.74183976261127
3/8/2024,dynamic,jump,take off,0.749,70.4005934718101
4/8/2024,isometric,upper body,grapple,0.384,43.32344213649853
7/8/2024,dynamic,agility,deceleration,0.852,78.04154302670624
14/08/2024,dynamic,jump,take off,0.723,68.47181008902078
19/08/2024,isometric,agility,deceleration,0.928,83.67952522255194
1/9/2024,dynamic,upper body,push,0.428,46.58753709198813
5/9/2024,isometric,upper body,push,0.936,84.27299703264096
7/9/2024,dynamic,jump,pre-load,0.505,52.299703264094966
16/09/2024,dynamic,upper body,pull,0.9,81.60237388724038
26/09/2024,isometric,jump,take off,0.426,46.43916913946588
3/10/2024,isometric,jump,land,0.426,46.43916913946588
4/10/2024,isometric,agility,rotate,0.6625,63.983679525222556
12/10/2024,dynamic,jump,land,0.65,63.05637982195847
12/10/2024,dynamic,agility,acceleration,0.498,51.78041543026707
13/10/2024,dynamic,jump,take off,0.7165,67.98961424332346
15/10/2024,isometric,agility,deceleration,0.869,79.30267062314542
5/11/2024,dynamic,jump,land,0.666,64.24332344213651
8/11/2024,dynamic,upper body,push,0.47,49.70326409495549
28/11/2024,isometric,upper body,grapple,0.6795,65.24480712166172
29/11/2024,dynamic,agility,acceleration,0.498,51.78041543026707
1/12/2024,isometric,jump,pre-load,0.79,73.44213649851633
2/12/2024,isometric,upper body,push,0.876,79.8219584569733
17/12/2024,dynamic,jump,take off,0.69,66.02373887240356
1/1/2025,dynamic,agility,deceleration,0.856,78.33827893175075
5/1/2025,isometric,jump,land,0.42,45.99406528189912
6/1/2025,isometric,upper body,pull,0.46,48.96142433234422
18/01/2025,isometric,upper body,grapple,0.6675,64.3545994065282
1/2/2025,dynamic,upper body,push,0.4965,51.66913946587538
15/02/2025,dynamic,agility,acceleration,0.495,51.557863501483695
27/02/2025,dynamic,jump,take off,0.68,65.28189910979229
2/3/2025,isometric,agility,rotate,0.6385,62.2032640949555
6/3/2025,dynamic,upper body,pull,0.88,80.11869436201782
8/7/2023,dynamic,upper body,push,0.32,38.575667655786354
26/07/2023,dynamic,upper body,pull,0.8525,78.0786350148368
27/07/2023,dynamic,jump,take off,0.7365,69.473293768546
29/07/2023,dynamic,agility,acceleration,0.395,44.13946587537092
30/07/2023,dynamic,upper body,pull,0.8525,78.0786350148368
4/8/2023,dynamic,agility,acceleration,0.39,43.76854599406529
16/08/2023,dynamic,jump,take off,0.6905,66.06083086053414
1/9/2023,dynamic,jump,land,0.69,66.02373887240356
25/09/2023,isometric,jump,pre-load,0.52,53.41246290801187
18/10/2023,isometric,jump,pre-load,0.52,53.41246290801187
24/11/2023,dynamic,jump,pre-load,0.5185,53.30118694362018
25/11/2023,isometric,agility,deceleration,1.038,91.83976261127597
26/11/2023,dynamic,agility,acceleration,0.4305,46.77299703264096
27/12/2023,dynamic,jump,take off,0.64,62.31454005934719
4/1/2024,dynamic,jump,land,0.674,64.83679525222553
9/1/2024,dynamic,jump,take off,0.64,62.31454005934719
12/1/2024,isometric,agility,deceleration,1.138,99.25816023738872
18/01/2024,dynamic,jump,land,0.69,66.02373887240356
18/01/2024,isometric,agility,acceleration,0.52,53.41246290801187
19/01/2024,dynamic,jump,land,0.69,66.02373887240356
24/01/2024,dynamic,jump,pre-load,0.524,53.70919881305638
26/01/2024,isometric,agility,acceleration,0.52,53.41246290801187
27/01/2024,isometric,agility,deceleration,1.138,99.25816023738872
12/2/2024,dynamic,agility,acceleration,0.4345,47.06973293768547
18/02/2024,dynamic,agility,deceleration,0.89,80.8605341246291
29/02/2024,dynamic,agility,acceleration,0.4445,47.81157270029674
14/03/2024,dynamic,jump,land,0.668,64.39169139465876
24/03/2024,dynamic,upper body,pull,0.89,80.8605341246291
9/4/2024,isometric,agility,acceleration,0.52,53.41246290801187
16/04/2024,dynamic,jump,pre-load,0.53,54.154302670623146
23/04/2024,dynamic,jump,land,0.664,64.09495548961426
28/04/2024,isometric,upper body,push,0.704,67.06231454005935
14/05/2024,dynamic,upper body,pull,0.876,79.8219584569733
27/05/2024,dynamic,jump,pre-load,0.4655,49.36943620178042
13/06/2024,dynamic,upper body,pull,0.876,79.8219584569733
25/06/2024,isometric,jump,pre-load,0.49,51.18694362017804
16/08/2024,dynamic,jump,land,0.652,63.20474777448073
19/08/2024,dynamic,jump,land,0.652,63.20474777448073
11/9/2024,isometric,jump,pre-load,0.7275,68.80563798219586
6/10/2024,isometric,jump,take off,0.426,46.43916913946588
13/10/2024,dynamic,jump,pre-load,0.5375,54.71068249258161
15/10/2024,isometric,jump,take off,0.426,46.43916913946588
16/10/2024,isometric,upper body,push,0.936,84.27299703264096
3/11/2024,isometric,jump,land,0.39,43.76854599406529
15/11/2024,dynamic,agility,acceleration,0.47,49.70326409495549
29/11/2024,isometric,jump,take off,0.438,47.32937685459942
22/12/2024,dynamic,upper body,push,0.498,51.78041543026707
6/1/2025,dynamic,upper body,push,0.4965,51.66913946587538
22/01/2025,isometric,upper body,push,0.918,82.93768545994067
26/01/2025,isometric,agility,deceleration,0.952,85.45994065281899
5/2/2025,dynamic,jump,pre-load,0.4915,51.298219584569736
6/7/2023,dynamic,jump,land,0.72,68.24925816023739
30/07/2023,dynamic,jump,land,0.69,66.02373887240356
2/8/2023,dynamic,jump,land,0.69,66.02373887240356
8/8/2023,dynamic,upper body,pull,0.8525,78.0786350148368
17/10/2023,dynamic,upper body,push,0.4305,46.77299703264096
31/10/2023,dynamic,jump,pre-load,0.4985,51.81750741839763
1/12/2023,dynamic,jump,pre-load,0.5185,53.30118694362018
18/12/2023,isometric,upper body,push,0.664,64.09495548961426
31/12/2023,dynamic,jump,pre-load,0.484,50.74183976261127
4/1/2024,isometric,agility,acceleration,0.52,53.41246290801187
21/01/2024,dynamic,jump,pre-load,0.498,51.78041543026707
29/02/2024,dynamic,jump,pre-load,0.479,50.37091988130564
3/3/2024,isometric,jump,pre-load,0.52,53.41246290801187
10/3/2024,isometric,agility,acceleration,0.52,53.41246290801187
21/03/2024,dynamic,agility,deceleration,0.89,80.8605341246291
24/03/2024,dynamic,jump,pre-load,0.524,53.70919881305638
28/03/2024,dynamic,upper body,push,0.4345,47.06973293768547
31/03/2024,dynamic,agility,deceleration,0.89,80.8605341246291
17/04/2024,dynamic,agility,deceleration,0.89,80.8605341246291
12/5/2024,dynamic,jump,take off,0.6295,61.53560830860534
15/05/2024,dynamic,agility,deceleration,0.876,79.8219584569733
1/6/2024,dynamic,agility,deceleration,0.876,79.8219584569733
9/6/2024,dynamic,jump,land,0.664,64.09495548961426
17/06/2024,dynamic,jump,take off,0.62,60.83086053412464
9/7/2024,dynamic,jump,land,0.681,65.35608308605342
27/07/2024,dynamic,agility,acceleration,0.485,50.81602373887242
29/07/2024,dynamic,upper body,pull,0.855,78.26409495548961
31/07/2024,dynamic,jump,pre-load,0.484,50.74183976261127
1/8/2024,isometric,upper body,grapple,0.384,43.32344213649853
14/08/2024,dynamic,jump,land,0.652,63.20474777448073
22/08/2024,dynamic,jump,pre-load,0.5095,52.63353115727004
7/9/2024,isometric,jump,land,0.33,39.31750741839763
10/9/2024,isometric,agility,acceleration,0.7275,68.80563798219586
13/09/2024,isometric,agility,acceleration,0.7275,68.80563798219586
26/09/2024,isometric,agility,rotate,0.627,61.35014836795253
4/10/2024,isometric,agility,acceleration,0.6925,66.20919881305639
9/10/2024,dynamic,upper body,pull,0.868,79.22848664688429
18/10/2024,dynamic,jump,land,0.666,64.24332344213651
22/10/2024,dynamic,jump,land,0.666,64.24332344213651
6/11/2024,dynamic,upper body,pull,0.88,80.11869436201782
15/11/2024,dynamic,upper body,push,0.47,49.70326409495549
15/11/2024,isometric,upper body,push,0.936,84.27299703264096
16/11/2024,isometric,jump,land,0.39,43.76854599406529
17/11/2024,isometric,upper body,grapple,0.6795,65.24480712166172
3/12/2024,isometric,jump,take off,0.42,45.99406528189912
5/12/2024,isometric,upper body,push,0.876,79.8219584569733
7/12/2024,isometric,upper body,grapple,0.681,65.35608308605342
16/12/2024,isometric,agility,rotate,0.68,65.28189910979229
17/12/2024,isometric,upper body,pull,0.46,48.96142433234422
25/12/2024,isometric,jump,pre-load,0.79,73.44213649851633
26/12/2024,isometric,jump,take off,0.42,45.99406528189912
29/12/2024,isometric,jump,land,0.42,45.99406528189912
6/1/2025,dynamic,agility,deceleration,0.853,78.11572700296736
31/01/2025,dynamic,jump,land,0.7365,69.473293768546
2/2/2025,isometric,agility,deceleration,0.972,86.94362017804154
7/2/2025,isometric,upper body,grapple,0.6415,62.42581602373887
8/2/2025,dynamic,jump,land,0.735,69.36201780415432
5/3/2025,dynamic,jump,pre-load,0.5225,53.597922848664695
3/7/2023,isometric,agility,deceleration,0.95,85.31157270029674
9/8/2023,dynamic,jump,pre-load,0.6175,60.64540059347182
16/08/2023,dynamic,upper body,push,0.3395,40.02225519287835
29/09/2023,isometric,jump,pre-load,0.52,53.41246290801187
17/10/2023,isometric,agility,acceleration,0.52,53.41246290801187
22/10/2023,dynamic,agility,acceleration,0.4305,46.77299703264096
2/11/2023,isometric,jump,pre-load,0.52,53.41246290801187
27/11/2023,dynamic,upper body,pull,0.871,79.45103857566767
27/11/2023,isometric,agility,acceleration,0.52,53.41246290801187
2/12/2023,isometric,agility,deceleration,1.038,91.83976261127597
6/12/2023,dynamic,upper body,push,0.43,46.73590504451039
22/02/2024,dynamic,upper body,push,0.4345,47.06973293768547
24/02/2024,dynamic,upper body,push,0.4445,47.81157270029674
26/02/2024,dynamic,jump,land,0.668,64.39169139465876
28/02/2024,dynamic,jump,pre-load,0.479,50.37091988130564
28/02/2024,dynamic,jump,take off,0.6625,63.983679525222556
11/3/2024,dynamic,upper body,pull,0.89,80.8605341246291
24/03/2024,isometric,jump,pre-load,0.52,53.41246290801187
8/4/2024,isometric,agility,acceleration,0.52,53.41246290801187
9/4/2024,dynamic,agility,deceleration,0.89,80.8605341246291
16/04/2024,dynamic,upper body,push,0.43,46.73590504451039
17/04/2024,dynamic,upper body,pull,0.89,80.8605341246291
21/04/2024,isometric,upper body,push,0.704,67.06231454005935
29/04/2024,dynamic,upper body,pull,0.89,80.8605341246291
16/05/2024,dynamic,upper body,push,0.43,46.73590504451039
7/6/2024,isometric,agility,acceleration,0.49,51.18694362017804
13/07/2024,isometric,agility,deceleration,1.0395,91.95103857566767
14/07/2024,dynamic,upper body,push,0.488,51.038575667655785
21/07/2024,isometric,jump,pre-load,0.685,65.65281899109793
20/08/2024,isometric,jump,land,0.363,41.76557863501484
23/09/2024,dynamic,jump,land,0.648,62.90801186943622
2/10/2024,dynamic,agility,deceleration,0.896,81.30563798219586
3/10/2024,isometric,agility,rotate,0.6625,63.983679525222556
4/10/2024,isometric,upper body,push,0.936,84.27299703264096
12/10/2024,isometric,jump,pre-load,0.6925,66.20919881305639
14/10/2024,dynamic,jump,take off,0.7165,67.98961424332346
19/10/2024,isometric,jump,take off,0.426,46.43916913946588
28/11/2024,isometric,agility,deceleration,0.86,78.63501483679526
12/12/2024,dynamic,agility,acceleration,0.498,51.78041543026707
21/12/2024,isometric,upper body,pull,0.46,48.96142433234422
31/12/2024,dynamic,agility,acceleration,0.498,51.78041543026707
16/01/2025,isometric,agility,deceleration,0.9275,83.64243323442136
18/01/2025,dynamic,jump,land,0.7365,69.473293768546
1/2/2025,isometric,agility,rotate,0.6445,62.648367952522264
2/2/2025,dynamic,jump,take off,0.6825,65.46735905044511
6/3/2025,isometric,upper body,pull,0.851,77.96735905044511
16/07/2023,dynamic,agility,deceleration,0.8525,78.0786350148368
29/07/2023,dynamic,upper body,pull,0.8525,78.0786350148368
5/9/2023,dynamic,agility,acceleration,0.3635,41.8026706231454
20/09/2023,dynamic,jump,pre-load,0.51,52.6706231454006
23/09/2023,dynamic,jump,take off,0.6785,65.17062314540061
30/09/2023,dynamic,jump,land,0.69,66.02373887240356
7/10/2023,dynamic,jump,land,0.6615,63.909495548961424
16/10/2023,dynamic,agility,deceleration,0.871,79.45103857566767
4/11/2023,isometric,upper body,push,0.67,64.54005934718103
23/11/2023,dynamic,upper body,pull,0.871,79.45103857566767
8/12/2023,dynamic,jump,land,0.685,65.65281899109793
19/12/2023,dynamic,upper body,push,0.43,46.73590504451039
21/12/2023,dynamic,upper body,pull,0.87,79.37685459940654
27/12/2023,dynamic,upper body,pull,0.87,79.37685459940654
30/12/2023,dynamic,upper body,pull,0.87,79.37685459940654
30/12/2023,dynamic,agility,deceleration,0.87,79.37685459940654
12/1/2024,dynamic,jump,pre-load,0.498,51.78041543026707
13/01/2024,isometric,upper body,push,0.687,65.80118694362018
18/02/2024,isometric,jump,pre-load,0.52,53.41246290801187
27/02/2024,dynamic,agility,acceleration,0.4445,47.81157270029674
2/3/2024,isometric,upper body,push,0.704,67.06231454005935
3/3/2024,isometric,agility,acceleration,0.52,53.41246290801187
7/3/2024,isometric,jump,pre-load,0.52,53.41246290801187
10/3/2024,isometric,agility,deceleration,1.138,99.25816023738872
18/03/2024,isometric,agility,acceleration,0.52,53.41246290801187
20/03/2024,dynamic,jump,take off,0.6525,63.241839762611285
23/03/2024,isometric,upper body,push,0.704,67.06231454005935
8/4/2024,dynamic,upper body,push,0.44,47.47774480712167
15/04/2024,dynamic,jump,land,0.655,63.4272997032641
19/04/2024,dynamic,jump,take off,0.64,62.31454005934719
5/5/2024,dynamic,jump,land,0.664,64.09495548961426
21/05/2024,dynamic,jump,pre-load,0.4655,49.36943620178042
14/06/2024,dynamic,agility,deceleration,0.89,80.8605341246291
26/06/2024,isometric,jump,pre-load,0.49,51.18694362017804
7/8/2024,isometric,jump,land,0.372,42.43323442136499
9/8/2024,dynamic,jump,take off,0.7245,68.58308605341247
9/8/2024,isometric,upper body,push,0.96,86.05341246290801
16/08/2024,isometric,jump,take off,0.363,41.76557863501484
22/08/2024,isometric,jump,land,0.363,41.76557863501484
23/08/2024,dynamic,agility,acceleration,0.428,46.58753709198813
2/9/2024,isometric,upper body,grapple,0.6405,62.35163204747776
19/09/2024,isometric,agility,acceleration,0.72,68.24925816023739
22/09/2024,isometric,jump,land,0.426,46.43916913946588
23/09/2024,isometric,jump,land,0.426,46.43916913946588
27/09/2024,dynamic,upper body,pull,0.896,81.30563798219586
7/10/2024,isometric,jump,pre-load,0.6925,66.20919881305639
8/10/2024,isometric,jump,take off,0.426,46.43916913946588
11/10/2024,isometric,jump,take off,0.426,46.43916913946588
14/10/2024,dynamic,agility,acceleration,0.498,51.78041543026707
18/11/2024,isometric,upper body,push,0.936,84.27299703264096
22/12/2024,isometric,jump,take off,0.42,45.99406528189912
30/12/2024,dynamic,upper body,push,0.498,51.78041543026707
8/1/2025,isometric,agility,acceleration,0.79,73.44213649851633
18/01/2025,isometric,agility,rotate,0.6675,64.3545994065282
24/01/2025,dynamic,jump,pre-load,0.53,54.154302670623146
30/01/2025,dynamic,agility,acceleration,0.4965,51.66913946587538
31/01/2025,dynamic,upper body,pull,0.873,79.59940652818992
